CODPROD_PA;DESCRICAO_PA;MIN;MAX;MEDIA;DENSIDADE_FORMULA;QUANTIDADE;PADRAO_LAUDO;CODPROD_SA;DESCRICAO_SA;PESO_FORMULA;LITRAGEM
1577;"ESMALTE SINT BRILHANTE 3,6L COLORADO";0,948;0,952;0,950;0,950;2;"MIN.0,94 (G/CM³)";3,420;3,6;1528;"ESMALTE SINT BRILHANTE COLORADO - SA"
1609;"ESMALTE SINT BRILHANTE 0,9L MARROM";0,952;0,955;0,954;0,940;2;0,940(G/CM³);0,846;0,9;1532;"ESMALTE SINT BRILHANTE MARROM - SA"
35;"ECONOMICO FOSCO 18L VERDE LIMAO";1,327;1,330;1,329;1,310;3;"1,32 - 1,37 (G/CM³)";23,580;18,0;645;"ECONOMICO FOSCO VERDE LIMAO - SA"
55;"ECONOMICO FOSCO 3,6L VERDE LIMAO";1,327;1,330;1,329;1,310;3;"1,32 - 1,37 (G/CM³)";4,716;3,6;645;"ECONOMICO FOSCO VERDE LIMAO - SA"
2170;"STANDARD FS 18L VERDE MUSGO ";1,250;1,270;1,260;1,280;4;1,26-1,30;23,040;18,0;2163;"STANDARD FS VERDE MUSGO- SA"
2171;"STANDARD FS 3,6L VERDE MUSGO";1,253;1,270;1,263;1,280;3;1,26-1,30;4,608;3,6;2163;"STANDARD FS VERDE MUSGO- SA"
1583;"ESMALTE SINT BRILHANTE 3,6L PLATINA";0,960;0,981;0,971;0,990;5;"0,95 - 1,00 (G/CM³)";3,564;3,6;1534;"ESMALTE SINT BRILHANTE PLATINA - SA"
1572;"ESMALTE SINT BRILHANTE 3,6L BRANCO GELO";0,973;0,990;0,981;0,980;6;"0,98 (G/CM³)";3,528;3,6;1524;"ESMALTE SINT BRILHANTE BRANCO GELO - SA"
2174;"STANDARD FS 18L CHOCOLATE ";1,262;1,262;1,262;1,280;1;1,26-1,30;23,040;18,0;2165;"STANDARD FS CHOCOLATE - SA "
2175;"STANDARD FS 3,6L CHOCOLATE";1,262;1,262;1,262;1,280;1;1,26-1,30;4,608;3,6;2165;"STANDARD FS CHOCOLATE - SA "
2988;"STANDARD SB 3,6L SANHACU";1,138;1,138;1,138;1,180;1;1,15-1,22;4,248;3,6;2903;"STANDARD SB SANHACU - SA"
248;"STANDARD SB 3,6L BRANCO GELO";1,122;1,146;1,131;1,180;5;"1,12-1,20 G/CM³";4,248;3,6;610;"STANDARD SB  BRANCO GELO - SA"
18;"ECONOMICO FOSCO 18L CAMURCA";1,330;1,340;1,335;1,340;2;"1,32 - 1,37 (G/CM³)";24,120;18,0;628;"ECONOMICO FOSCO CAMURCA - SA"
36;"ECONOMICO FOSCO 3,6L AMARELO CANARIO";1,341;1,341;1,341;1,350;1;"1,32-1,37 (G/CM³)";4,860;3,6;626;"ECONOMICO FOSCO AMARELO CANARIO - SA"
2135;"STANDARD FS 3,6L CAMURCA";1,298;1,316;1,304;1,310;4;1,30-1,34;4,716;3,6;2099;"STANDARD FS CAMURCA - SA "
1192;"PREMIUM FOSCO 18L CONCRETO";1,269;1,306;1,288;1,285;2;"1,28 - 1,33 G/CM³";23,130;18,0;1191;"PREMIUM FOSCO CONCRETO - SA"
491;"RESINA ACR BA KOKAR 18L BRANCO NEVE";1,028;1,053;1,037;1,060;3;"1,03 - 1,08 G/CM³";19,080;18,0;647;"RESINA ACR BA KOKAR BRANCO NEVE - SA"
1658;"VERNIZ COPAL KOKAR 3,6L";0,929;0,947;0,935;0,920;3;"0,88 - 0,93 (G/CM³)";3,312;3,6;1657;"VERNIZ COPAL KOKAR - SA"
1646;"FUNDO E ACABAMENTO 18L BRANCO";1,074;1,092;1,082;1,100;3;1,05-1,10;19,800;18,0;1552;"FUNDO E ACABAMENTO BRANCO - SA"
2910;"ECONOMICO FOSCO 3,6L MARFIM";1,307;1,307;1,307;1,340;1;"1,32-1,327 G/CM3";4,824;3,6;2909;"ECONOMICO FOSCO MARFIM - SA"
2703;"FIT ACR FS ECONOMICO 16L AMAZONITA";1,313;1,342;1,330;1,340;3;"1,30-1,38 (G/CM³)";21,440;16,0;2693;"FIT ACR FS ECONOMICO AMAZONITA - SA"
1569;"ESMALTE SINT BRILHANTE 3,6L AZUL CELESTE";0,950;0,950;0,950;1,010;1;"0,949 - 1,00 (G/CM³)";3,636;3,6;1521;"ESMALTE SINT BRILHANTE AZUL CELESTE - SA"
2134;"STANDARD FS 18L CAFE COM LEITE";1,260;1,268;1,264;1,325;2;"1,25-1,30 G/CM³";23,850;18,0;2098;"STANDARD FS CAFE COM LEITE- SA "
2700;"FIT ACR FS ECONOMICO 3,6L SANHACU";1,340;1,341;1,341;1,340;2;1,33-1,37;4,824;3,6;2695;"FIT ACR FS ECONOMICO SANHACU - SA"
2761;"ECONOMICO FOSCO 18L SANHACU";1,296;1,296;1,296;1,340;1;1,32-1,37;24,120;18,0;2733;"ECONOMICO FOSCO SANHACU - SA"
172;"PREMIUM ACET SEDA 3,6L ALGODAO DA TERRA";1,150;1,150;1,150;1,160;1;"1,10-1,15 (G/CM³)";4,176;3,6;525;"PREMIUM ACET SEDA ALGODAO DA TERRA - SA"
1014;"FIT ACR FS ECONOMICO 3,6L PEROLA";1,342;1,350;1,347;1,340;4;"1,33 - 1,37 G/CM³";4,824;3,6;984;"FIT ACR  ECONOMICO PEROLA - SA"
3390;"STANDARD SB 3,6L AZUL PROFUNDO";1,120;1,120;1,120;1,170;1;"1,12-1,22 G/CM3";4,212;3,6;3389;"STANDARD SB AZUL PROFUNDO - SA"
3452;"PREMIUM SEMIBRILHO 3,6L ERVA DOCE";1,167;1,167;1,167;1,140;1;1,15-1,18;4,104;3,6;3176;"PREMIUM SEMIBRILHO ERVA DOCEL - SA"
1592;"ESMALTE SINT BRILHANTE 0,9L AMAR. OURO";0,947;0,950;0,949;0,960;3;"0,94 G/CM³";0,864;0,9;1518;"ESMALTE SINT BRILHANTE AMARELO OURO - SA"
2117;"STANDARD FS 3,6L AREIA";1,304;1,322;1,312;1,300;4;(1,30-1,34);4,680;3,6;2089;"STANDARD FS AREIA - SA "
2917;"STANDARD SB 18L MARFIM";1,170;1,170;1,170;1,180;1;"1,15-1,20 G/CM³";21,240;18,0;2913;"STANDARD SB MARFIM - SA"
1622;"ESMALTE SINT FOSCO 0,9L BRANCO NEVE";1,000;1,186;1,093;1,210;2;"1,18 - 1,23 (G/CM³)";1,089;0,9;1545;"ESMALTE SINT FOSCO BRANCO NEVE - SA"
8;"SELADOR ACRILICO KOKAR 3,6L";1,364;1,364;1,364;1,305;1;"1,30-1,38 G/CM³";4,698;3,6;480;"SELADOR ACRILICO KOKAR - SA"
386;"TINTA PISO KOKAR 3,6L AMARELO DEMARCACA";1,317;1,376;1,347;1,350;4;"1,33 - 1,37 (G/CM³)";4,860;3,6;718;"TINTA PISO KOKAR AMARELO DEMARCACAO - SA"
2166;"STANDARD FS 18L AMARELO REAL ";1,310;1,318;1,313;1,330;5;"1,30 -1,34";23,940;18,0;2161;"STANDARD FS AMARELO REAL - SA "
170;"PREMIUM ACET SEDA 18L BRANCO GELO";1,149;1,163;1,153;1,160;12;"1,15 - 1,18 (G/CM³)";20,880;18,0;556;"PREMIUM ACET SEDA BRANCO GELO - SA"
2874;"STANDARD FS 3,6L VITORIA REGIA";1,280;1,280;1,280;1,300;1;"1,32-1,37 G/CM3";4,680;3,6;2815;"STANDARD FS VITORIA REGIA  - SA"
2829;"STANDARD FS 18L BARBANTE";1,303;1,320;1,312;1,350;2;"1,32-1,37 G/CM3";24,300;18,0;2799;"STANDARD FS BARBANTE - SA"
252;"STANDARD SB 3,6L AZUL OCEANO";1,110;1,133;1,121;1,130;3;"1,12-1,13 G/CM³";4,068;3,6;614;"STANDARD SB AZUL OCEANO - SA"
1019;"FIT ACR FS ECONOMICO 3,6L AMARELO CANAR";1,339;1,342;1,340;1,345;3;"1,32-1,37 (G/CM³)";4,843;3,6;989;"FIT ACR  ECONOMICO AMARELO CANARIO- SA"
3146;"PREMIUM FOSCO 3,6L AZUL SERENO";1,245;1,260;1,253;1,300;2;1,28-1,47;4,680;3,6;3044;"PREMIUM FOSCO AZUL SERENO - SA"
3127;"PREMIUM FOSCO 18L AZUL BEIJA FLOR";1,207;1,207;1,207;1,300;1;1,20-1,25;23,400;18,0;3116;"PREMIUM FOSCO AZUL BEIJA FLOR - SA"
176;"PREMIUM ACET SEDA 3,6L PALHA";1,140;1,163;1,152;1,160;2;"1,10-1,18 (G/CM³))";4,176;3,6;557;"PREMIUM ACET SEDA PALHA - SA"
209;"PREMIUM SEMIBRILHO 3,6L LARANJA";1,154;1,154;1,154;1,108;1;"1,10 - 1,20 (G/CM³)";3,990;3,6;569;"PREMIUM SEMIBRILHO LARANJA - SA"
1664;"VERNIZ FILTRO SOLAR 0,9L MOGNO";0,948;0,970;0,959;0,950;5;"0,90 - 0,95 (G/CM³)";0,855;0,9;1663;"VERNIZ FILTRO SOLAR MOGNO KOKAR - SA"
3354;"PREMIUM SEMIBRILHO 3,6L PRETO";1,000;1,000;1,000;1,020;1;1,01-1,10;3,672;3,6;3143;"PREMIUM SEMIBRILHO PRETO - SA"
1586;"ESMALTE SINT BRILHANTE 3,6L VENTO NATUR";0,964;0,964;0,964;0,980;1;"0,93 - 0,96 (G/CM³)";3,528;3,6;1537;"ESMALTE SINT BRILHANTE VENTO NATURAL- SA"
169;"PREMIUM ACET SEDA 18L SEIXO BRANCO";1,150;1,150;1,150;1,160;1;"1,10 - 1,15";20,880;18,0;555;"PREMIUM ACET SEDA SEIXO BRANCO - SA"
280;"RESINA ACR BA KOKAR 3,6L INCOLOR";0,970;1,008;0,991;1,000;3;"1,00 - 1,03 (G/CM³)";3,600;3,6;502;"RESINA ACR BA KOKAR INCOLOR - SA"
2959;"STANDARD SB 18L SANHACU";1,138;1,138;1,138;1,180;1;1,15-1,22;21,240;18,0;2903;"STANDARD SB SANHACU - SA"
225;"STANDARD SB 18L BRANCO GELO";1,110;1,146;1,128;1,180;9;"1,12-1,20 G/CM³";21,240;18,0;610;"STANDARD SB  BRANCO GELO - SA"
2119;"STANDARD FS 18L BRANCO NEVE";1,338;1,363;1,355;1,360;8;"1,34-1,38 (G/CM³)";24,480;18,0;2091;"STANDARD FS  BRANCO NEVE - SA "
1613;"ESMALTE SINT BRILHANTE 0,9L TABACO";0,957;0,960;0,959;1,020;2;"0,95-0,98 (G/CM³)";0,918;0,9;1536;"ESMALTE SINT BRILHANTE TABACO - SA"
1668;"VERNIZ FILTRO SOLAR 3,6L IMBUIA";0,950;0,980;0,968;0,930;3;"0,90 - 0,95 (G/CM³)";3,348;3,6;1666;"VERNIZ FILTRO SOLAR IMBUIA KOKAR - SA"
1593;"ESMALTE SINT BRILHANTE 0,9L AMAR. TRATOR";0,954;0,954;0,954;0,990;1;"0,95 - 1,02 (G/CM³)";0,891;0,9;1519;"ESMALTE SINT BRILHANTE AMARELO TRATOR-SA"
2137;"STANDARD FS 3,6L CINZA AVELUDADO ";1,280;1,309;1,295;1,320;3;"1,25-1,30 G/CM³";4,752;3,6;2100;"STANDARD FS  CINZA AVELUDA - SA - NOVA"
1578;"ESMALTE SINT BRILHANTE 3,6L CONHAQUE";0,954;0,975;0,962;0,960;3;"0,94 G/CM³";3,456;3,6;1529;"ESMALTE SINT BRILHANTE CONHAQUE - SA"
2911;"ECONOMICO FOSCO 18L MARFIM";1,307;1,313;1,310;1,340;2;"1,32-1,327 G/CM3";24,120;18,0;2909;"ECONOMICO FOSCO MARFIM - SA"
2914;"STANDARD FS 3,6L MARFIM";1,330;1,330;1,330;1,340;2;1,30-1,35;4,824;3,6;2912;"STANDARD FS MARFIM - SA"
2862;"STANDARD FS 3,6L CASCALHO DE RIO";1,275;1,287;1,281;1,310;2;"1,32-1,37 G/CM3";4,716;3,6;2803;"STANDARD FS CASCALHO DE RIO - SA"
2833;"STANDARD FS 18L CASCALHO DE RIO";1,262;1,287;1,275;1,310;3;"1,32-1,37 G/CM3";23,580;18,0;2803;"STANDARD FS CASCALHO DE RIO - SA"
2962;"STANDARD SB 18L TURMALINA AZUL";1,154;1,154;1,154;1,170;1;1,15-1,22;21,060;18,0;2933;"STANDARD SB TURMALINA - SA"
2698;"FIT ACR FS ECONOMICO 3,6L AMAZONITA";1,313;1,342;1,330;1,340;3;"1,30-1,38 (G/CM³)";4,824;3,6;2693;"FIT ACR FS ECONOMICO AMAZONITA - SA"
2823;"STANDARD FS 18L ARAPONGA";1,302;1,308;1,305;1,300;2;"1,28-1,32 G/CM³";23,400;18,0;2794;"STANDARD FS ARAPONGA - SA"
2326;"ESMALTE SINT BRILHANTE 18L BRANCO NEVE";1,047;1,061;1,054;1,050;2;"1,03 - 1,08 (G/CM³)";18,900;18,0;1525;"ESMALTE SINT BRILHANTE BRANCO NEVE - SA"
1181;"STANDARD SB 3,6L VERDE MUSGO";1,130;1,130;1,130;1,190;1;"1,10-1,15 G/CM³";4,284;3,6;1179;"STANDARD SB VERDE MUSGO - SA"
1600;"ESMALTE SINT BRILHANTE 0,9L AZUL DEL REY";0,931;0,960;0,942;0,960;3;"0,94 - 1,00 (G/CM³)";0,864;0,9;1522;"ESMALTE SINT BRILHANTE AZUL DEL REY - SA"
102;"PREMIUM FOSCO 3,6L BRANCO NEVE";1,424;1,429;1,427;1,450;2;"1,42 - 1,47 (G/CM³)";5,220;3,6;497;"PREMIUM FOSCO BRANCO NEVE - SA"
1055;"TINTA PISO KOKAR 18L VERMELHO SEGURANCA";1,320;1,320;1,320;1,310;1;"1,27 - 1,32 G/CM³";23,580;18,0;1054;"TINTA PISO KOKAR VERMELHO SEGURANCA - SA"
1136;"FIT FUNDO PREPARADOR DE PAREDES 3,6L";0,994;1,009;1,001;1,005;6;"1,00 - 1,03 G/CM³";3,618;3,6;1134;"FIT FUNDO PREPARADOR DE PAREDES - SA"
2123;"STANDARD FS 18L AMARELO CANARIO";1,330;1,330;1,330;1,340;1;"1,32 - 1,36";24,120;18,0;2093;"STANDARD FS AMARELO CANAR - SA"
125;"PREMIUM FOSCO 18L LARANJA";1,292;1,292;1,292;1,330;1;"1,30 - 1,35 (G/CM³)";23,940;18,0;542;"PREMIUM FOSCO LARANJA - SA"
2926;"PREMIUM FOSCO 18L VERMELHO AMOR";1,273;1,273;1,273;1,300;1;"1,20-135 G/CM³";23,400;18,0;2924;"PREMIUM FOSCO VERMELHO AMOR - SA"
118;"PREMIUM FOSCO 18L CHOCOLATE";1,305;1,305;1,305;1,300;1;"1,28 - 1,33 (G/CM³)";23,400;18,0;535;"PREMIUM FOSCO CHOCOLATE - SA"
9;"FUNDO PREPARADOR DE PAREDES KOKAR 18L";0,990;1,000;0,995;1,005;2;"1,00 -1,03 (G/CM³)";18,090;18,0;483;"FUNDO PREPARADOR DE PAREDES KOKAR - SA"
3121;"PREMIUM FOSCO 18L AZUL PROFUNDO";1,256;1,256;1,256;1,330;1;1,28-1,47;23,940;18,0;3110;"PREMIUM FOSCO AZUL PROFUNDO - SA"
2827;"STANDARD FS 18L TITANIO";1,220;1,225;1,223;1,240;2;1,22-1,25;22,320;18,0;2797;"STANDARD FS TITANIO - SA"
2867;"STANDARD FS 3,6L VERDE MENTA";1,293;1,293;1,293;1,300;1;"1,32-1,37 G/CM3";4,680;3,6;2808;"STANDARD FS VERDE MENTA - SA"
1612;"ESMALTE SINT BRILHANTE 0,9L PRETO";0,952;0,978;0,967;0,970;10;"0,95 - 1,02 (G/CM³)";0,873;0,9;1535;"ESMALTE SINT BRILHANTE PRETO - SA"
3097;"PREMIUM FOSCO 18L BEGE FAVORITO";1,330;1,330;1,330;1,380;1;"1,35 - 1,42 (G/CM³)";24,840;18,0;3064;"PREMIUM FOSCO BEGE FAVORITO - SA"
37;"ECONOMICO FOSCO 3,6L AREIA";1,335;1,338;1,337;1,340;2;"1,32 - 1,37 (G/CM³)";4,824;3,6;627;"ECONOMICO FOSCO AREIA - SA"
1587;"ESMALTE SINT BRILHANTE 3,6L VERDE AMAZON";0,977;0,977;0,977;1,000;1;"0,94 - 1,00 (G/CM³)";3,600;3,6;1538;"ESMALTE SINT BRILHANTE VERDE AMAZONAS-SA"
1009;"FIT SELADOR ACRILICO 3,6L";1,354;1,380;1,369;1,350;13;"1,35 - 1,38 G/CM³";4,860;3,6;1007;"FIT SELADOR ACRILICO - SA"
2563;"FUNDO E ACABAMENTO 3,6L PRETO";1,020;1,043;1,025;1,050;6;1,00-1,05;3,780;3,6;2561;"FUNDO E ACABAMENTO PRETO - SA"
1661;"VERNIZ FILTRO SOLAR 0,9L INCOLOR";0,931;0,944;0,938;0,900;2;"0,88 - 0,93 (G/CM³)";0,810;0,9;1660;"VERNIZ FILTRO SOLAR INCOLOR KOKAR - SA"
117;"PREMIUM FOSCO 18L BRANCO GELO";1,393;1,435;1,414;1,340;2;"1,40 - 1,45 (G/CM³)";24,120;18,0;534;"PREMIUM FOSCO BRANCO GELO - SA"
188;"PREMIUM SEMIBRILHO 18L LARANJA";1,154;1,154;1,154;1,110;1;"1,10 - 1,20 (G/CM³)";19,980;18,0;569;"PREMIUM SEMIBRILHO LARANJA - SA"
3210;"PREMIUM SEMIBRILHO 18L PRETO";1,000;1,000;1,000;1,020;1;1,01-1,10;18,360;18,0;3143;"PREMIUM SEMIBRILHO PRETO - SA"
2122;"STANDARD FS 3,6L VERDE LIMAO";1,329;1,329;1,329;1,320;1;1,30-1,34;4,752;3,6;2092;"STANDARD FS VERDE LIMAO - SA"
108;"STANDARD SB 3,6L BRANCO NEVE";1,130;1,146;1,140;1,190;7;1,10-1,15;4,284;3,6;496;"STANDARD SB  BRANCO NEVE - SA"
2850;"STANDARD FS 3,6L CINZA PRATEADO";1,277;1,310;1,289;1,300;6;"1,25-1,30 G/CM³";4,680;3,6;2792;"STANDARD FS CINZA PRATEADO - SA"
1617;"ESMALTE SINT BRILHANTE 0,9L VERDE FOLHA";0,950;0,970;0,957;0,972;6;"0,940-0,970 (G/CM³)";0,875;0,9;1540;"ESMALTE SINT BRILHANTE VERDE FOLHA - SA"
281;"RESINA ACR BA KOKAR 3,6L VERMELHO OXIDO";1,000;1,018;1,010;1,000;5;"1,01 -1,05 G/CM³";3,600;3,6;651;"RESINA ACR BA KOKAR VERMELHO OXIDO - SA"
274;"RESINA ACR BA KOKAR 18L VERMELHO OXIDO";1,000;1,018;1,010;1,000;5;"1,01 -1,05 G/CM³";18,000;18,0;651;"RESINA ACR BA KOKAR VERMELHO OXIDO - SA"
163;"PREMIUM FOSCO 3,6L ROXO PAVAO";1,302;1,302;1,302;1,322;1;"1,25 - 1,30 (G/CM³)";4,760;3,6;551;"PREMIUM FOSCO ROXO PAVAO - SA"
2787;"ECONOMICO FOSCO 3,6L BOTO ROSA";1,330;1,330;1,330;1,340;1;"1,32-1,37 G/CM3";4,824;3,6;2731;"ECONOMICO FOSCO BOTO ROSA - SA"
16;"ECONOMICO FOSCO 18L AMARELO CANARIO";1,330;1,341;1,336;1,350;2;"1,32-1,37 (G/CM³)";24,300;18,0;626;"ECONOMICO FOSCO AMARELO CANARIO - SA"
2148;"STANDARD FS 3,6L PALHA ";1,322;1,354;1,335;1,340;3;(1,32-1,36);4,824;3,6;2105;"STANDARD FS PALHA - SA "
376;"TINTA PISO KOKAR 18L AZUL";1,319;1,335;1,328;1,340;3;"1,30 - 1,35 (G/CM³)";24,120;18,0;719;"TINTA PISO KOKAR AZUL - SA"
2842;"STANDARD FS 18L ANOITECER";1,250;1,273;1,262;1,310;2;"1,28-1,35 G/CM³";23,580;18,0;2812;"STANDARD FS ANOITECER - SA"
1618;"ESMALTE SINT BRILHANTE 0,9L VERMELHO";0,930;0,960;0,945;0,970;6;"0,95-0,98 (G/CM³)";0,873;0,9;1541;"ESMALTE SINT BRILHANTE VERMELHO - SA"
3624;"ESMALTE SINT BRILHANTE 3,6L CINZA PLACA";0,969;0,969;0,969;1,000;1;"0,94 - 1,00";3,600;3,6;3626;"ESMALTE SINT BRILHANTE CINZA PLACA - SA"
3147;"PREMIUM FOSCO 3,6L ARAPONGA";1,443;1,443;1,443;1,400;1;1,28-1,47;5,040;3,6;3045;"PREMIUM FOSCO ARAPONGA - SA"
1606;"ESMALTE SINT BRILHANTE 0,9L CONHAQUE";0,954;0,975;0,962;0,960;3;"0,94 G/CM³";0,864;0,9;1529;"ESMALTE SINT BRILHANTE CONHAQUE - SA"
2168;"STANDARD FS 18L LILAS";1,307;1,307;1,307;1,300;1;"1,30 - 1,34";23,400;18,0;2162;"STANDARD FS LILAS - SA "
1013;"FIT ACR FS ECONOMICO 3,6L PALHA";1,331;1,340;1,336;1,345;4;"1,33 - 1,37 G/CM³";4,842;3,6;983;"FIT ACR ECONOMICO  PALHA - SA"
3391;"STANDARD FS 3,6L AZUL PROFUNDO";1,219;1,233;1,227;1,370;3;"1,2-1,3 G/ML";4,932;3,6;2609;"STANDARD FS AZUL PROFUNDO  - SA "
390;"TINTA PISO KOKAR 3,6L CINZA";1,310;1,349;1,331;1,340;9;"1,30 - 1,35 (G/CM³)";4,824;3,6;720;"TINTA PISO KOKAR CINZA - SA"
992;"FIT ACR FS ECONOMICO 16L PEROLA";1,342;1,350;1,347;1,340;4;"1,33 - 1,37 G/CM³";21,440;16,0;984;"FIT ACR  ECONOMICO PEROLA - SA"
2130;"STANDARD FS 3,6L AZUL OCEANO ";1,220;1,230;1,227;1,300;3;"1,28 - 1,32";4,680;3,6;2096;"STANDARD FS AZUL OCEANO - SA "
2116;"STANDARD FS 18L AREIA ";1,294;1,322;1,309;1,300;5;(1,30-1,34);23,400;18,0;2089;"STANDARD FS AREIA - SA "
1891;"ESMALTE SINT BRILHANTE 3,6L AMARELO SEGU";0,946;0,950;0,948;0,955;2;"0,94 - 0,96 G/CM³";3,438;3,6;1889;"ESMALTE SINT BRILHANTE AMARELO SEGUR- SA"
2939;"STANDARD SB 18L CINZA PRATEADO";1,130;1,149;1,140;1,180;2;"1,18-1,22 G/CM3";21,240;18,0;2883;"STANDARD SB CINZA PRATEADO - SA"
101;"PREMIUM FOSCO 18L BRANCO NEVE";1,424;1,429;1,427;1,450;2;"1,42 - 1,47 (G/CM³)";26,100;18,0;497;"PREMIUM FOSCO BRANCO NEVE - SA"
3340;"PREMIUM ACET SEDA 18L ARAPONGA";1,148;1,148;1,148;1,160;1;1,18-1,22;20,880;18,0;3029;"PREMIUM ACET SEDA ARAPONGA - SA"
1056;"TINTA PISO KOKAR 3,6L VERMELHO SEGURANCA";1,320;1,320;1,320;1,310;1;"1,27 - 1,32 G/CM³";4,716;3,6;1054;"TINTA PISO KOKAR VERMELHO SEGURANCA - SA"
1;"MASSA CORRIDA PVA KOKAR 15KG";1,107;1,753;1,719;1,667;383;"1,70-1,75 ( G/CM³)";15,000;9,0;476;"MASSA CORRIDA PVA KOKAR - SA"
7;"SELADOR ACRILICO KOKAR 18LT ";1,309;1,364;1,345;1,305;4;"1,30-1,38 G/CM³";23,490;18,0;480;"SELADOR ACRILICO KOKAR - SA"
2113;"STANDARD FS 3,6L BRANCO GELO ";1,317;1,365;1,344;1,350;10;"1,32 - 1,36";4,860;3,6;2086;"STANDARD FS BRANCO GELO - SA "
2112;"STANDARD FS 18L BRANCO GELO ";1,317;1,365;1,342;1,350;13;"1,32 - 1,36";24,300;18,0;2086;"STANDARD FS BRANCO GELO - SA "
1656;"SELADORA CONCENTRADA P MADEIRA 0,9L";0,914;0,950;0,933;0,940;5;"0,90 - 0,95 G/CM³";0,846;0,9;1555;"SELADORA CONCENTRADA PARA MADEIRA - SA"
2124;"STANDARD FS 3,6L AMARELO CANARIO";1,330;1,330;1,330;1,340;1;"1,32 - 1,36";4,824;3,6;2093;"STANDARD FS AMARELO CANAR - SA"
2856;"STANDARD FS 3,6L TITANIO";1,225;1,225;1,225;1,240;1;1,22-1,25;4,464;3,6;2797;"STANDARD FS TITANIO - SA"
1574;"ESMALTE SINT BRILHANTE 3,6L CAMURCA";0,960;0,960;0,960;1,030;1;"0,95 - 1,00 (G/CM³)";3,708;3,6;1526;"ESMALTE SINT BRILHANTE CAMURCA - SA"
175;"PREMIUM ACET SEDA 3,6L BRANCO GELO";1,150;1,159;1,153;1,160;7;"1,15 - 1,18 (G/CM³)";4,176;3,6;556;"PREMIUM ACET SEDA BRANCO GELO - SA"
51;"ECONOMICO FOSCO 3,6L PALHA";1,326;1,341;1,334;1,350;4;"1,32-1,37 (G/CM³)";4,860;3,6;641;"ECONOMICO FOSCO  PALHA - SA"
1415;"FIT ACR FS ECONOMICO 16L AREIA";1,334;1,355;1,342;1,345;7;"1,30 - 1,35 G/CM³";21,520;16,0;1414;"FIT ACR  ECONOMICO AREIA - SA"
1608;"ESMALTE SINT BRILHANTE 0,9L MARFIM";0,956;0,970;0,963;1,030;2;"0,95 - 1,00 (G/CM³)";0,927;0,9;1531;"ESMALTE SINT BRILHANTE MARFIM - SA"
2576;"STANDARD FS 18L GRISALHO L28/19";1,289;1,289;1,289;1,300;1;1,30-1,35;23,400;18,0;2570;"STANDARD FS  GRISALHO L28/19- SA "
3521;"STANDARD SB 18L ILHA DO TESOURO";1,094;1,094;1,094;1,200;1;1,10-1,15;21,600;18,0;3520;"STANDARD SB  ILHA DO TESOURO - SA"
755;"GESSO & DRYWALL KOKAR 3,6L BRANCO NEVE ";1,393;1,393;1,393;1,300;1;"1,25 - 1,35 (G/CM³)";4,680;3,6;756;"GESSO & DRYWALL KOKAR BRANCO NEVE - SA"
2986;"STANDARD SB 3,6L AMAZONITA";1,146;1,146;1,146;1,170;1;"1,18-1,22 G/CM3";4,212;3,6;2901;"STANDARD SB AMAZONITA - SA"
2822;"STANDARD FS 18L AZUL SERENO";1,239;1,258;1,247;1,310;3;"1,25-1,28 G/CM3";23,580;18,0;2793;"STANDARD FS AZUL SERENO - SA"
1582;"ESMALTE SINT BRILHANTE 3,6L PALHA";0,960;0,960;0,960;1,015;1;"0,95-1,0 G/CM³";3,654;3,6;1533;"ESMALTE SINT BRILHANTE PALHA - SA"
174;"PREMIUM ACET SEDA 3,6L SEIXO BRANCO";1,150;1,150;1,150;1,160;1;"1,10 - 1,15";4,176;3,6;555;"PREMIUM ACET SEDA SEIXO BRANCO - SA"
981;"FIT ACR FS ECONOMICO 16L BRANCO NEVE ";1,313;1,366;1,338;1,350;36;"1,30- 1,35 G/CM³";21,600;16,0;980;"FIT ACR ECONOMICO  BRANCO NEVE - SA"
3621;"FUNDO SINTETICO 18L CINZA MEDIO";1,240;1,241;1,241;1,220;2;"1,20 - 1,25 (G/CM³)";21,960;18,0;1544;"FUNDO SINTETICO CINZA - SA"
134;"PREMIUM FOSCO 18L ROXO PAVAO";1,302;1,302;1,302;1,322;1;"1,25 - 1,30 (G/CM³)";23,801;18,0;551;"PREMIUM FOSCO ROXO PAVAO - SA"
1579;"ESMALTE SINT BRILHANTE 3,6L LARANJA";0,964;0,964;0,964;0,990;1;"0,98 - 1,03 (G/CM³)";3,564;3,6;1530;"ESMALTE SINT BRILHANTE LARANJA - SA"
394;"TINTA PISO KOKAR 3,6L PRETO";1,290;1,319;1,307;1,330;5;"1,30 - 1,35 (G/CM³)";4,788;3,6;724;"TINTA PISO KOKAR PRETO - SA"
388;"TINTA PISO KOKAR 3,6L AZUL";1,319;1,335;1,328;1,340;3;"1,30 - 1,35 (G/CM³)";4,824;3,6;719;"TINTA PISO KOKAR AZUL - SA"
2160;"STANDARD FS 3,6L VERDE KIWI ";1,273;1,315;1,294;1,310;2;1,30-1,34;4,716;3,6;2111;"STANDARD FS VERDE KIWI - SA "
26;"ECONOMICO FOSCO 18L VERDE KIWI";1,338;1,365;1,352;1,340;2;"1,32 - 1,37 (G/CM³)";24,120;18,0;636;"ECONOMICO FOSCO VERDE KIWI - SA"
